"DT_GERACAO";"HH_GERACAO";"ANO_ELEICAO";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"NR_TURNO";"CD_ELEICAO";"DS_ELEICAO";"DT_ELEICAO";"TP_ABRANGENCIA";"SG_UF";"SG_UE";"NM_UE";"CD_MUNICIPIO";"NM_MUNICIPIO";"NR_ZONA";"CD_CARGO";"DS_CARGO";"TP_AGREMIACAO";"NR_PARTIDO";"SG_PARTIDO";"NM_PARTIDO";"SQ_COLIGACAO";"NM_COLIGACAO";"DS_COMPOSICAO_COLIGACAO";"ST_VOTO_EM_TRANSITO";"QT_VOTOS_NOMINAIS";"QT_VOTOS_LEGENDA"
"26/11/2020";"11:39:02";"2020";"2";"Eleição Ordinária";"1";"426";"Eleições Municipais 2020";"15/11/2020";"M";"RN";"17531";"MONTANHAS";"17531";"MONTANHAS";"12";"13";"Vereador";"Partido isolado";"13";"PT";"Partido dos Trabalhadores";"200000115108";"PARTIDO ISOLADO";"PT";"N";"725";"16"
"26/11/2020";"11:39:02";"2020";"2";"Eleição Ordinária";"1";"426";"Eleições Municipais 2020";"15/11/2020";"M";"RN";"16454";"CARAÚBAS";"16454";"CARAÚBAS";"36";"13";"Vereador";"Partido isolado";"13";"PT";"Partido dos Trabalhadores";"200000092194";"PARTIDO ISOLADO";"PT";"N";"1948";"57"
"26/11/2020";"11:39:02";"2020";"2";"Eleição Ordinária";"1";"426";"Eleições Municipais 2020";"15/11/2020";"M";"RN";"17396";"LUÍS GOMES";"17396";"LUÍS GOMES";"42";"13";"Vereador";"Partido isolado";"13";"PT";"Partido dos Trabalhadores";"200000122760";"PARTIDO ISOLADO";"PT";"N";"308";"9"
"26/11/2020";"11:39:02";"2020";"2";"Eleição Ordinária";"1";"426";"Eleições Municipais 2020";"15/11/2020";"M";"RN";"16101";"BODÓ";"16101";"BODÓ";"20";"13";"Vereador";"Partido isolado";"22";"PL";"Partido Liberal";"200000074384";"PARTIDO ISOLADO";"PL";"N";"447";"20"
"26/11/2020";"11:39:02";"2020";"2";"Eleição Ordinária";"1";"426";"Eleições Municipais 2020";"15/11/2020";"M";"RN";"17612";"NATAL";"17612";"NATAL";"2";"13";"Vereador";"Partido isolado";"22";"PL";"Partido Liberal";"200000060428";"PARTIDO ISOLADO";"PL";"N";"4506";"71"
"26/11/2020";"11:39:02";"2020";"2";"Eleição Ordinária";"1";"426";"Eleições Municipais 2020";"15/11/2020";"M";"RN";"17612";"NATAL";"17612";"NATAL";"3";"13";"Vereador";"Partido isolado";"40";"PSB";"Partido Socialista Brasileiro";"200000160978";"PARTIDO ISOLADO";"PSB";"N";"5412";"97"
"26/11/2020";"11:39:02";"2020";"2";"Eleição Ordinária";"1";"426";"Eleições Municipais 2020";"15/11/2020";"M";"RN";"16616";"CURRAIS NOVOS";"16616";"CURRAIS NOVOS";"20";"13";"Vereador";"Partido isolado";"50";"PSOL";"Partido Socialismo e Liberdade";"200000095646";"PARTIDO ISOLADO";"PSOL";"N";"1132";"20"
"26/11/2020";"11:39:02";"2020";"2";"Eleição Ordinária";"1";"426";"Eleições Municipais 2020";"15/11/2020";"M";"RN";"17450";"MARCELINO VIEIRA";"17450";"MARCELINO VIEIRA";"65";"13";"Vereador";"Partido isolado";"55";"PSD";"Partido Social Democrático";"200000124290";"PARTIDO ISOLADO";"PSD";"N";"3506";"167"
"26/11/2020";"11:39:02";"2020";"2";"Eleição Ordinária";"1";"426";"Eleições Municipais 2020";"15/11/2020";"M";"RN";"18139";"RIACHO DE SANTANA";"18139";"RIACHO DE SANTANA";"65";"13";"Vereador";"Partido isolado";"77";"SOLIDARIEDADE";"Solidariedade";"200000158541";"PARTIDO ISOLADO";"SOLIDARIEDADE";"N";"204";"5"
"26/11/2020";"11:39:02";"2020";"2";"Eleição Ordinária";"1";"426";"Eleições Municipais 2020";"15/11/2020";"M";"RN";"18538";"SÃO RAFAEL";"18538";"SÃO RAFAEL";"27";"13";"Vereador";"Partido isolado";"11";"PP";"PROGRESSISTAS";"200000057175";"PARTIDO ISOLADO";"PP";"N";"783";"57"
"26/11/2020";"11:39:02";"2020";"2";"Eleição Ordinária";"1";"426";"Eleições Municipais 2020";"15/11/2020";"M";"RN";"18252";"SANTANA DO SERIDÓ";"18252";"SANTANA DO SERIDÓ";"24";"11";"Prefeito";"Coligação";"13";"PT";"Partido dos Trabalhadores";"200000136585";"UNIDOS POR SANTANA";"PT / PDT";"N";"661";"0"
"26/11/2020";"11:39:02";"2020";"2";"Eleição Ordinária";"1";"426";"Eleições Municipais 2020";"15/11/2020";"M";"RN";"16373";"CAIÇARA DO RIO DO VENTO";"16373";"CAIÇARA DO RIO DO VENTO";"17";"11";"Prefeito";"Partido isolado";"19";"PODE";"Podemos";"200000123433";"PARTIDO ISOLADO";"PODE";"N";"288";"0"
"26/11/2020";"11:39:02";"2020";"2";"Eleição Ordinária";"1";"426";"Eleições Municipais 2020";"15/11/2020";"M";"RN";"17612";"NATAL";"17612";"NATAL";"3";"11";"Prefeito";"Partido isolado";"20";"PSC";"Partido Social Cristão";"200000146062";"PARTIDO ISOLADO";"PSC";"N";"1089";"0"
"26/11/2020";"11:39:02";"2020";"2";"Eleição Ordinária";"1";"426";"Eleições Municipais 2020";"15/11/2020";"M";"RN";"16039";"ASSÚ";"16039";"ASSÚ";"29";"11";"Prefeito";"Coligação";"22";"PL";"Partido Liberal";"200000113135";"A UNIÃO QUE O POVO QUER";"PROS / PL / PSDB / PSB / PV / PT / SOLIDARIEDADE / DEM";"N";"16823";"0"
